Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Variant Image,Variant Weight Unit,Status
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-HtMltGrn-13-5000HtMltGrnFlatBack3.jpg?v=1753357498,39,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-HtSapphire-12-5000HtSapphireFlatFront4.jpg?v=1753357498,40,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-HtSapphire-13-5000HtSapphireFlatBack4.jpg?v=1753357498,41,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-HthrNavy-12-5000HthrNavyFlatFront5.jpg?v=1753357498,42,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-HthrNavy-13-5000HthrNavyFlatBack5.jpg?v=1753357499,43,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-HthrRed-12-5000HthrRedFlatFront3.jpg?v=1753357499,44,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-HthrRed-13-5000HthrRedFlatBack3.jpg?v=1753357499,45,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-IndigoBlue-12-5000IndigoBlueFlatFront3.jpg?v=1753357499,46,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-IndigoBlue-13-5000IndigoBlueFlatBack3.jpg?v=1753357499,47,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-IrishGreen-12-5000IrishGreenFlatFront3.jpg?v=1753357499,48,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-IrishGreen-13-5000IrishGreenFlatBack3.jpg?v=1753357500,49,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-LightBlue-12-5000LightBlueFlatFront5.jpg?v=1753357500,50,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-LightBlue-13-5000LightBlueFlatBack5.jpg?v=1753357500,51,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-LightPink-12-5000LightPinkFlatFront5.jpg?v=1753357500,52,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-LightPink-13-5000LightPinkFlatBack5.jpg?v=1753357500,53,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Maroon-12-5000MaroonFlatFront5.jpg?v=1753357501,54,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Maroon-13-5000MaroonFlatBack5.jpg?v=1753357501,55,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-MintGreen-12-5000MintGreenFlatFront3.jpg?v=1753357501,56,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-MintGreen-13-5000MintGreenFlatBack3.jpg?v=1753357501,57,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Purple-12-5000PurpleFlatFront3.jpg?v=1753357501,58,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Purple-13-5000PurpleFlatBack3.jpg?v=1753357502,59,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-SafetyPink-12-5000SafetyPinkFlatFront3.jpg?v=1753357502,60,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-SafetyPink-13-5000SafetyPinkFlatBack3.jpg?v=1753357502,61,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Violet-12-5000VioletFlatFront1.jpg?v=1753357502,62,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Violet-13-5000VioletFlatBack1.jpg?v=1753357502,63,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Berry_LS.jpg?v=1753357503,64,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Berry_RS.jpg?v=1753357503,65,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Cardinal_LS.jpg?v=1753357503,66,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Cardinal_RS.jpg?v=1753357503,67,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Carolina_Blue_LS.jpg?v=1753357503,68,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Carolina_Blue_RS.jpg?v=1753357504,69,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Forest_Green_LS.jpg?v=1753357504,70,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Forest_Green_RS.jpg?v=1753357504,71,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Graphite_Heather_LS.jpg?v=1753357504,72,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Graphite_Heather_RS.jpg?v=1753357504,73,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Gravel_LS.jpg?v=1753357504,74,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Gravel_RS.jpg?v=1753357505,75,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Heather_Military_Green_LS.jpg?v=1753357505,76,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Heather_Military_Green_RS.jpg?v=1753357505,77,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Heather_Navy_RS1.jpg?v=1753357505,78,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Heather_Navy_LS-15.jpg?v=1753357505,79,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Heather_Red_LS.jpg?v=1753357506,80,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Heather_Red_RS.jpg?v=1753357506,81,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Heather_Sapphire_LS.jpg?v=1753357506,82,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Heather_Sapphire_RS.jpg?v=1753357506,83,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Indigo_Blue_LS.jpg?v=1753357506,84,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Indigo_Blue_RS.jpg?v=1753357507,85,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Irish_Green_LS.jpg?v=1753357507,86,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Irish_Green_RS.jpg?v=1753357507,87,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Light_Blue_LS.jpg?v=1753357507,88,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Light_Blue_RS.jpg?v=1753357507,89,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Light_Pink_LS.jpg?v=1753357508,90,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Light_Pink_RS.jpg?v=1753357508,91,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Maroon_LS.jpg?v=1753357508,92,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Maroon_RS.jpg?v=1753357508,93,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Mint_Green_LS.jpg?v=1753357508,94,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Mint_Green_RS.jpg?v=1753357508,95,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Purple_LS.jpg?v=1753357509,96,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Purple_RS.jpg?v=1753357509,97,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Safety_Pink_LS.jpg?v=1753357509,98,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Safety_Pink_RS.jpg?v=1753357509,99,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Violet_LS.jpg?v=1753357509,100,Left Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/T-Shirt_Violet_RS.jpg?v=1753357510,101,Right Side,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,102,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-13-5000AshFlatBack3.jpg?v=1753357510,103,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-AntqJadeDm-12-5000AntqJadeDmFlatFront3.jpg?v=1753357510,104,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-BrnSavana-12-5000BrnSavanaFlatFront3.jpg?v=1753357510,105,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-BrnSavana-13-5000BrnSavanaFlatBack3.jpg?v=1753357511,106,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-DkChoc-12-5000DkChocFlatFront3.jpg?v=1753357511,107,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-DkChoc-13-5000DkChocFlatBack3.jpg?v=1753357511,108,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Garnet-12-5000GarnetFlatFront3.jpg?v=1753357511,109,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Garnet-13-5000GarnetFlatBack3.jpg?v=1753357511,110,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Midnight-12-5000MidnightFlatFront3.jpg?v=1753357511,111,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Midnight-13-5000MidnightFlatBack3.jpg?v=1753357512,112,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-MilGreen-12-5000MilGreenFlatFront3.jpg?v=1753357512,113,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-MilGreen-13-5000MilGreenFlatBack3.jpg?v=1753357512,114,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-OldGold-12-5000OldGoldFlatFront3_8524a3bb-7157-4a25-a3de-b2dd4326b307.jpg?v=1753357512,115,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-OldGold-13-5000OldGoldFlatBack3_8a149233-fa55-4189-a92c-9ed77174e607.jpg?v=1753357512,116,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-YellowHaze-12-5000YellowHazeFlatFront1.jpg?v=1753357513,117,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-YellowHaze-13-5000YellowHazeFlatBack1.jpg?v=1753357513,118,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-AntqJadeDm-13-5000AntqJadeDmFlatBack3.jpg?v=1753357513,119,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Gold-12-5000GoldFlatFront3.jpg?v=1753357513,120,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Gold-13-5000GoldFlatBack3.jpg?v=1753357513,121,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-TennOrange-12-5000TennOrangeFlatFront1.jpg?v=1753357514,122,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-TennOrange-13-5000TennOrangeFlatBack1.jpg?v=1753357514,123,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-AZALEA-12-5000AZALEAFlatFront2.jpg?v=1755874749,124,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-AZALEA-13-5000AZALEAFlatBack2.jpg?v=1755874749,125,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-CarolinaBl-12-5000CarolinaBlFlatFront3_990b5fa3-6d2d-4552-9017-4b5d482330cd.jpg?v=1755874749,126,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-CarolinaBl-13-5000CarolinaBlFlatBack3_11a3ca21-cb7b-446f-9627-fc3dd362dafd.jpg?v=1755874749,127,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Sand-12-5000SandFlatFront5.jpg?v=1755874749,128,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Sand-13-5000SandFlatBack5.jpg?v=1755874749,129,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Sapphire-12-5000SapphireFlatFront5.jpg?v=1755874749,130,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Sapphire-13-5000SapphireFlatBack5.jpg?v=1755874750,131,Back,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-TxOrange-12-5000TxOrangeFlatFront1.jpg?v=1755874749,132,Front,,,,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-TxOrange-13-5000TxOrangeFlatBack1.jpg?v=1755874750,133,Back,,,,
